code,station,time,title
RB,Rádio Beat,2022-01-16 19:59:34,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:02:32,Rimortis - (10) Cesta posledni
MH,Metal Heart Radio,2022-01-16 20:02:49,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-16 20:03:49,Pain - Designed To Piss You Off
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:05:33,Y &amp; T - (04) Shine On
MH,Metal Heart Radio,2022-01-16 20:07:48,"281 - HELLOWEEN - If I Knew [The Time Of The Oath, 1996]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:10:33,Salamandra - (06) Royal Hearing
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:13:20,After Forever - (02) Come
MH,Metal Heart Radio,2022-01-16 20:13:20,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 20:13:35,"267 - VINNIE MOORE - Between Then And Now (instrumental) [Defying Gravity, 2001]"
MH,Metal Heart Radio,2022-01-16 20:15:05,Motley Crue - Without You
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:18:25,Arven - (01) Believe
MH,Metal Heart Radio,2022-01-16 20:19:19,Kreator - Satan Is Real
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:22:34,Epica - (12) White Waters
MH,Metal Heart Radio,2022-01-16 20:23:51,Nightwish - Shudder Before The Beautiful
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:27:19,Fortaleza - (09) Una Luz Entre Las Sombras
MH,Metal Heart Radio,2022-01-16 20:30:20,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:30:34,Sopor Aeternus - (03) Dead Souls
MH,Metal Heart Radio,2022-01-16 20:30:51, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-16 20:31:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 20:31:18,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-16 20:31:33,"409 - DORO - Herzblut [Fear No Evil, 2009]"
MH,Metal Heart Radio,2022-01-16 20:36:03,Uriah Heep - Easy Livin'
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:37:36,Sirenia - (09) The Funeral March
MH,Metal Heart Radio,2022-01-16 20:38:35,Quiet Riot - Cum On Feel The Noize
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:43:03,Stratovarius - (10) Tomorrow
MH,Metal Heart Radio,2022-01-16 20:43:20,W.A.S.P. - Paint It Black
MH,Metal Heart Radio,2022-01-16 20:46:51,Beast In Black - Die by the Blade
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:47:49,Winterstorm - (06) Fortune's Blood
MH,Metal Heart Radio,2022-01-16 20:49:50,"47 - WOLF HOFFMANN - Pomp &amp; Circumstance (instrumental) [Classical, 1997]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:51:49,Age Of Artemis - (02) The Calling
RB,Rádio Beat,2022-01-16 20:52:04,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-16 20:53:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-16 20:54:04,Epica - Sancta Terra
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 20:57:03,Tristania - (01) Beyond The Veil
MH,Metal Heart Radio,2022-01-16 20:59:04,"370 - DORO - The Last Goodbye [Classic Diamonds, 2004]"
MH,Metal Heart Radio,2022-01-16 21:02:04,Kreator - Flag Of Hate
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:03:34,After Forever - (11) Forlorn Hope
MH,Metal Heart Radio,2022-01-16 21:05:49,"02 - HELLOWEEN - A Tale That Wasn't Right [Keeper Of The Seven Keys Part I, 1987]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:09:48,Hildr Valkyrie - (06) My Oath (Album Version)
MH,Metal Heart Radio,2022-01-16 21:10:35,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-16 21:10:51,Freedom Call - Warriors
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:15:03,Him - (05) Pretending
MH,Metal Heart Radio,2022-01-16 21:15:04,Gamma Ray - Master Of Confusion
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:18:49,Zavod - (09) Storm
MH,Metal Heart Radio,2022-01-16 21:19:50,Finntroll - Trollhammaren
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:21:49,Ageless - (04) Army of Lilith
MH,Metal Heart Radio,2022-01-16 21:23:20,"282 - RAGE - Vanished In Haze [Ghosts, 1999]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:26:04,Asriel - (06) Dearest...
MH,Metal Heart Radio,2022-01-16 21:28:20,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-16 21:28:35, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-16 21:29:03,Thin Lizzy - The Boys Are Back In Town
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:31:48,Epica - (03) Cry for the Moon (The Embrace that Smothers - Part IV)
MH,Metal Heart Radio,2022-01-16 21:33:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-16 21:33:49,"198 - OZZY OSBOURNE - Dreamer [Dreamer, 2001]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:38:33,Stratovarius - (05) Dreamspace
MH,Metal Heart Radio,2022-01-16 21:38:34,Amon Amarth - Raven's Flight
MH,Metal Heart Radio,2022-01-16 21:43:50,? - Metal_Heart_-_Hey_Headbangers
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:44:19,Twisted Sister - (11) Feel the Power (Bonus).mp3
MH,Metal Heart Radio,2022-01-16 21:44:20,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-16 21:44:35,Arch Enemy - The Eagle Flies Alone
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:47:33,Bloodflowerz - (09) Cold Rain
RB,Rádio Beat,2022-01-16 21:48:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-16 21:49:50,Death - Symbolic
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:51:49,Ageless - (04) Army of Lilith
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 21:56:04,After Forever - (07) Estranged
MH,Metal Heart Radio,2022-01-16 21:56:20,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 21:56:36,Bonfire - Rivers of Glory
MH,Metal Heart Radio,2022-01-16 22:01:19,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-16 22:02:19,"219 - NOCTURNAL RITES - Me [The 8th Sin, 2007]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:02:48,Fortaleza - (05) El Cisne Negro
MH,Metal Heart Radio,2022-01-16 22:06:33,Kamelot - Sacrimony (Angel Of Afterlife)
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:08:19,Celestial Decay - (15) Final Night - Act II - Exodus of Mankind
MH,Metal Heart Radio,2022-01-16 22:11:03,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-16 22:11:18,Queensryche - The Needle Lies
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:14:18,Fortaleza - (07) El Eco Del Miedo
MH,Metal Heart Radio,2022-01-16 22:14:19,Lordi - I'm The Best
MH,Metal Heart Radio,2022-01-16 22:17:35,Obituary - Slowly We Rot
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:18:33,Nox Arcana - (14) Guardian of the Gate
MH,Metal Heart Radio,2022-01-16 22:21:18,"487 - EPICA - Tides Of Time [Design Your Universe, 2009]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:22:03,Tristania - (02) Sanguine Sky
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:25:47,Celestial Decay - (04) Child of the Night
MH,Metal Heart Radio,2022-01-16 22:26:48,"408 - SYMPHONY X - Candlelight Fantasia [The Divine Wings Of Tragedy, 1997]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:30:03,Sirenia - (02) Fallen Angel
MH,Metal Heart Radio,2022-01-16 22:33:18,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-16 22:33:33, - Ranní sprcha - spot
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:34:03,Salamandra - (06) Skarremar's Pride
MH,Metal Heart Radio,2022-01-16 22:34:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 22:34:18,Rhapsody - Dawn Of Victory
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:37:41,Black Sabbath - (02) Stonehenge
MH,Metal Heart Radio,2022-01-16 22:39:03,Powerwolf - Sanctified with Dynamite
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:39:32,HB - (07) Turvapaikka
MH,Metal Heart Radio,2022-01-16 22:43:23,"12 - HAMMERFALL - The Fallen One [Legacy Of Kings, 1998]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:43:37,Rhapsody - (04) Elgards Green Valleys
RB,Rádio Beat,2022-01-16 22:44:02,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:46:03,XIII Stoleti - (08) Posledni letadlo do Buenos Aires
MH,Metal Heart Radio,2022-01-16 22:47:52,Korpiklaani - Ievan Polkka
MH,Metal Heart Radio,2022-01-16 22:50:49,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 22:51:03,Allen - Lande - Down From The Mountain
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:53:17,Serenity - (11) Call to Arms
MH,Metal Heart Radio,2022-01-16 22:55:20,Batushka - Pecn' 1
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 22:57:35,Adastreia - (07) A New Light
MH,Metal Heart Radio,2022-01-16 22:59:20,Tesla - Hang Touch
MH,Metal Heart Radio,2022-01-16 23:03:51,Axxis - Heaven In Black
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:04:47,Wintersun - (04) Loneliness (Winter)
MH,Metal Heart Radio,2022-01-16 23:07:18,Motorhead - Don't Let Daddy Kiss Me
MH,Metal Heart Radio,2022-01-16 23:11:19,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 23:11:33,Lione-Conti - Outcome
MH,Metal Heart Radio,2022-01-16 23:15:48,Kreator - Satan Is Real
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:17:48,Deathstars - (04) Cyanide
MH,Metal Heart Radio,2022-01-16 23:20:20,Phenomena - Did It All For Love
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:21:33,Dark Moor - (04) Nevermore
MH,Metal Heart Radio,2022-01-16 23:25:20,Tesla - Hang Touch
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:26:19,Rimortis - (03) Vesmirem plout
MH,Metal Heart Radio,2022-01-16 23:29:49,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-16 23:30:05, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-16 23:30:36,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-16 23:30:51,"34 - RHAPSODY OF FIRE - Il Canto Del Vento [Triumph Or Agony, 2006]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:32:32,Xandria - (01) Kill The Sun
MH,Metal Heart Radio,2022-01-16 23:34:33,"97 - THERION - The Siren Of The Woods [Theli, 1996]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:35:49,Aeternitas - (19) Mein Lebenswerk
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:40:20,Nox Arcana - (11) Memento Mori
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:42:49,Dark Moor - (05) The Emperor
MH,Metal Heart Radio,2022-01-16 23:44:33,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-16 23:45:04,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-16 23:45:18,Aerosmith - Sweet Emotion
RB,Rádio Beat,2022-01-16 23:46:02,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:46:49,Xandria - (12) On My Way
MH,Metal Heart Radio,2022-01-16 23:49:48,Iron Maiden - 2 Minutes To Midnight
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:50:47,Rhapsody - (06) Virgin Skies
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:52:03,Metalwings - (08) Realm of Dreams
MH,Metal Heart Radio,2022-01-16 23:56:03,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-16 23:56:18,Within Temptation - (01) The Reckoning (Ft. JACOBY SHADDIX)
MH,Metal Heart Radio,2022-01-16 23:56:18,Black Sabbath - After Forever
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:00:32,Rimortis - (09) Ve smeckach
MH,Metal Heart Radio,2022-01-17 00:01:40,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-17 00:02:35,"476 - EDENBRIDGE - Elsewhere [Shine, 2004]"
MH,Metal Heart Radio,2022-01-17 00:04:50,Poison - Nothin But a Good Time
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:05:32,Beseech - (06) Lunar Eclipse
MH,Metal Heart Radio,2022-01-17 00:08:33,Black Sabbath - Iron Man
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:10:03,Rosa Nocturna - (10) Hlas Uvnitr
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:13:19,Sagittari - (09) Racing gear
MH,Metal Heart Radio,2022-01-17 00:14:19,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 00:14:35,Living Death - Heavy Metal Hurricane
MH,Metal Heart Radio,2022-01-17 00:18:20,Helloween - Rise And Fall
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:21:33,After Forever - (03) My Choice
MH,Metal Heart Radio,2022-01-17 00:22:36,Volbeat/Rob Caggiano/Michael Poulsen/Jon Larsen/Kaspar Boye Larsen/Neil Fallon/Raynier Jacob Jacildo/Doug Corcoran - Die To Live
MH,Metal Heart Radio,2022-01-17 00:25:34,ZZ TOP - Gimme All Your Lovin'
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:26:18,Katra - (07) Vaaratar
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:29:32,Serenity - (10) Thriven
MH,Metal Heart Radio,2022-01-17 00:29:33,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-17 00:29:49, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 00:30:18,"300 - TWISTED SISTER - I Believe In You [Come Out And Play, 1985]"
MH,Metal Heart Radio,2022-01-17 00:35:34,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:35:49,Within Temptation - (09) Mercy Mirror
MH,Metal Heart Radio,2022-01-17 00:35:49,Death Angel - Kill As One
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:39:33,Black Sabbath - (08) Heaven in Black
RB,Rádio Beat,2022-01-17 00:40:02,Radio BEAT - Classic Rock
MH,Metal Heart Radio,2022-01-17 00:40:49,"177 - YNGWIE J. MALMSTEEN - Miracle Of Life [War To End All Wars, 2000]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:43:36,Sagittari - (10) Sachista
MH,Metal Heart Radio,2022-01-17 00:46:33,Kissin' Dynamite - Six Feet Under
MH,Metal Heart Radio,2022-01-17 00:50:04,"213 - EUROPE - A Mother's Son [Secret Society, 2006]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:50:35,Hydria - (01) It Aint Over Til It Ends
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:54:50,Tristania - (07) Fate
MH,Metal Heart Radio,2022-01-17 00:54:50,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 00:55:04,"311 - FREEDOM CALL - Turn Back Time [Eternity, 2002]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 00:59:50,Ensiferum - (08) The New Dawn
MH,Metal Heart Radio,2022-01-17 01:00:04,Heidevolk - Winter Woede
RB,Rádio Beat,2022-01-17 01:01:32,AC/DC - BIG JACK
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:03:19,Catafalque - (06) Blamed
MH,Metal Heart Radio,2022-01-17 01:04:18,"250 - APOCALYPTICA - Faraway [Reflections, 2003]"
RB,Rádio Beat,2022-01-17 01:05:32,BEATLES - PAPERBACK WRITER
RB,Rádio Beat,2022-01-17 01:07:47,ALICE COOPER - LOST IN AMERICA
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:08:03,Tragodia - (03) Forsaken Dreams
MH,Metal Heart Radio,2022-01-17 01:09:33,"304 - CREMATORY - Tale [Act Seven, 1999]"
RB,Rádio Beat,2022-01-17 01:11:48,LENNY KRAVITZ - CAN'T GET YOU OFF MY MIND
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:12:49,Rhapsody - (08) The Dark Tower Of Abyss
MH,Metal Heart Radio,2022-01-17 01:13:53,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 01:14:03,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 01:14:18,W.A.S.P. - Forever Free
RB,Rádio Beat,2022-01-17 01:16:32,GUNS N' ROSES - MR BROWNSTONE
MH,Metal Heart Radio,2022-01-17 01:19:19,Stratovarius - Black Diamond
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:19:34,Salamandra - (07) Metal Fever
RB,Rádio Beat,2022-01-17 01:20:18,GUNS N' ROSES - IF THE WORLD
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:23:24,Howling Syn - (14) Sand Dragons
MH,Metal Heart Radio,2022-01-17 01:24:49,"190 - THEATRE OF TRAGEDY - Cassandra [Aegis, 1998]"
RB,Rádio Beat,2022-01-17 01:25:17,DAVE EDMUNDS - I HEAR YOU KNOCKIN'
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:27:04,Dark Princess - (01) Cry
RB,Rádio Beat,2022-01-17 01:28:17,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-17 01:29:17,ALICE IN CHAINS - BLEED THE FREAK
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:30:47,"Twisted Sister - (03) Ride to Live, Live to Ride"
MH,Metal Heart Radio,2022-01-17 01:31:48,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-17 01:32:03, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 01:32:33,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 01:32:47,Allen - Lande - Master Of Sorrow
RB,Rádio Beat,2022-01-17 01:33:17,SANTANA - SAMBA PA TI
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:34:48,Epica - (09) Tides of Time
RB,Rádio Beat,2022-01-17 01:36:32,JETHRO TULL - HEAVY HORSES
MH,Metal Heart Radio,2022-01-17 01:38:33,Symphony X - Sea Of Lies
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:40:18,Sirenia - (04) The Seventh Summer
MH,Metal Heart Radio,2022-01-17 01:42:48,HIM - The Funeral Of Hearts - Radio Edit
RB,Rádio Beat,2022-01-17 01:45:19,"JETHRO TULL - SOSSITY,YOU'RE A WOMAN"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:45:35,Asriel - (03) Geruge no Butou
MH,Metal Heart Radio,2022-01-17 01:47:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 01:47:19,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-17 01:47:50,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-17 01:48:03,"257 - PRIMAL FEAR - Fighting The Darkness [New Religion, 2007]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:49:17,Sopor Aeternus - (10) Freitod   Phantasien
RB,Rádio Beat,2022-01-17 01:49:46,JUDAS PRIEST - GRINDER
MH,Metal Heart Radio,2022-01-17 01:51:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 01:51:50,Citron - Ocelové srdce
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:52:47,Howling Syn - (10) The Reign of Evil
RB,Rádio Beat,2022-01-17 01:53:47,BARRAGE - STAREC A HORE
MH,Metal Heart Radio,2022-01-17 01:56:49,"336 - AXEL RUDI PELL - Heartbreaker [Shadow Zone, 2002]"
RB,Rádio Beat,2022-01-17 01:57:17,VOLBEAT - LAST DAY UNDER THE SUN
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 01:57:18,Zeitgeist Zero - (04) United In Black - Angels &amp; Agony remix
RB,Rádio Beat,2022-01-17 02:01:49,AEROSMITH - EAT THE RICH
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:02:18,Beseech - (10) Darksome
MH,Metal Heart Radio,2022-01-17 02:03:23,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-17 02:04:18,Krokus - Angel Of My Dreams
RB,Rádio Beat,2022-01-17 02:06:04,CANNED HEAT - ON THE ROAD AGAIN
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:06:35,Hysteria - (05)  Ruda Nemoc
MH,Metal Heart Radio,2022-01-17 02:08:04,"259 - NIGHTWISH - Angels Fall First [Angels Fall First, 1997]"
RB,Rádio Beat,2022-01-17 02:10:34,DEEP PURPLE - YOU KEEP ON MOVING
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:10:50,Equinoxem - (06) Initium
MH,Metal Heart Radio,2022-01-17 02:13:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 02:13:49,HammerFall - We Make Sweden Rock
RB,Rádio Beat,2022-01-17 02:15:47,TITO AND TARANTULA - AFTER DARK
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:16:02,Nox Arcana - (14) Bats in the Belfry
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:16:47,Xandria - (01) Save My Life
MH,Metal Heart Radio,2022-01-17 02:18:04,"384 - STRATOVARIUS - Papillon [Elements Pt. 1, 2003]"
RB,Rádio Beat,2022-01-17 02:19:33,WENDY O WILLIAMS - LEGENDS NEVER DIE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:20:32,Almora - (03) Cyrano
RB,Rádio Beat,2022-01-17 02:24:02,ROLLING STONES - AS TEARS GO BY
MH,Metal Heart Radio,2022-01-17 02:24:49,Sonata Arctica - Weballergy
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:25:03,Aeternitas - (08) The Bells
RB,Rádio Beat,2022-01-17 02:26:48,KABAT - POHODA
MH,Metal Heart Radio,2022-01-17 02:28:33,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:29:03,Epica - (12) Sancta Terra
MH,Metal Heart Radio,2022-01-17 02:29:04, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 02:29:19,Masterplan - Time To Be King
RB,Rádio Beat,2022-01-17 02:30:32,KABAT - BLUES FOLSOMSKE VEZNICE
RB,Rádio Beat,2022-01-17 02:32:34,KABAT - ZHASNETE SVETLA
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:33:48,Y &amp; T - (14) Losing My Mind
MH,Metal Heart Radio,2022-01-17 02:34:03,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 02:34:18,Accept - Stalingrad
RB,Rádio Beat,2022-01-17 02:35:48,URIAH HEEP - WEEP IN SILENCE
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:38:49,Tragodia - (08) Star-Driven
MH,Metal Heart Radio,2022-01-17 02:40:20,Judas Priest - Prisoner Of Your Eyes
RB,Rádio Beat,2022-01-17 02:40:51,U2 - GLORIA.
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:41:53,Dark Moor - (08) Mio Cid
RB,Rádio Beat,2022-01-17 02:45:03,SLADE - MY OH MY
MH,Metal Heart Radio,2022-01-17 02:47:33,"188 - YNGWIE J. MALMSTEEN -  I'm My Own Enemy [Fire &amp; Ice, 1992]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:48:33,Deathstars - (12) Explode (remix by Dope Stars Inc.)
RB,Rádio Beat,2022-01-17 02:49:17,ZZ TOP - ANTENNA HEAD
MH,Metal Heart Radio,2022-01-17 02:53:34,Metal Heart Radio - Jingle
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:53:48,Beseech - (03) Little Demonchild
MH,Metal Heart Radio,2022-01-17 02:53:49,Angra - Carry On
RB,Rádio Beat,2022-01-17 02:54:02,AMERICA - HORSE WITH NO NAME
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:57:49,Twilight Force - (05) Whispering Winds
RB,Rádio Beat,2022-01-17 02:58:03,WOHNOUT - VOLALI
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 02:58:33,Amaranthe - (04) Automatic
MH,Metal Heart Radio,2022-01-17 02:58:49,Nazareth - Nazareth / This Flight Tonight
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:01:49,Akoma - (05) Guardian Angel (Keep Me Safe)
MH,Metal Heart Radio,2022-01-17 03:02:18,"206 - JOHANSSON - In The Mirror [The Last Viking, 1998]"
RB,Rádio Beat,2022-01-17 03:02:32,QUEEN - INNUENDO
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:05:32,Fortaleza - (10) Cerca de la Media Noche
MH,Metal Heart Radio,2022-01-17 03:07:04,"275 - HAMMERFALL - Never, Ever [Chapter V - Unbent, Unbowed, Unbroken, 2005]"
RB,Rádio Beat,2022-01-17 03:09:02,RUSH - FREE WILL
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:11:04,Fortaleza - (03) Ninguna Eternidad Como La Mia
MH,Metal Heart Radio,2022-01-17 03:11:04,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-17 03:11:20,"381 - NIGHTWISH - Meadows Of Heaven [Dark Passion Play, 2007]"
RB,Rádio Beat,2022-01-17 03:14:19,BEATLES - MAGICAL MYSTERY TOUR
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:15:49,XIII.Stoleti - (08) Torquemado
RB,Rádio Beat,2022-01-17 03:17:02,SEX PISTOLS - THE GREAT ROCK N ROLL SWINDLE
MH,Metal Heart Radio,2022-01-17 03:18:19,Annihilator - Clown Parade
RB,Rádio Beat,2022-01-17 03:21:18,GENESIS - MISUNDERSTANDING
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:21:36,Sopor Aeternus - (09) Drama Der Geschlechtslosigkeit
MH,Metal Heart Radio,2022-01-17 03:23:33,Skid Row - I Remember You
RB,Rádio Beat,2022-01-17 03:24:34,GENESIS - NEVER A TIME
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:26:49,Epica - (11) Tear Down Your Walls
RB,Rádio Beat,2022-01-17 03:28:22,BLACK SABBATH - SLIPPIN' AWAY
MH,Metal Heart Radio,2022-01-17 03:28:53,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-17 03:29:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 03:29:19, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-17 03:29:34,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-17 03:29:49,"488 - STRATOVARIUS - Winter Skies [Polaris, 2009]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-17 03:31:49,Bast - (05) Kamenny most
