code,station,time,title
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:34:51,Dark Princess - (09) You Accomplish the New Sin
RB,Rádio Beat,2022-01-15 00:36:35,UGLY KID JOE - EVERYTHING ABOUT YOU
MH,Metal Heart Radio,2022-01-15 00:38:37,Avatar - Let It Burn
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:39:03,Arven - (01) Music Of Light
RB,Rádio Beat,2022-01-15 00:41:02,NAZARETH - DREAM ON
MH,Metal Heart Radio,2022-01-15 00:42:03,The Unity - Last Betrayal
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:43:34,Adastreia - (01) Delirium
RB,Rádio Beat,2022-01-15 00:44:18,NAZARETH - EXPECT NO MERCY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:44:18,Asriel - (10) Rouge no kokuin
MH,Metal Heart Radio,2022-01-15 00:46:18,Overkill - Elimination
RB,Rádio Beat,2022-01-15 00:47:55,SUPERTRAMP - BREAKFAST IN AMERICA
RB,Rádio Beat,2022-01-15 00:50:33,THE WHO - WHO ARE YOU
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:50:49,Deathstars - (10) Genocide
MH,Metal Heart Radio,2022-01-15 00:50:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 00:51:04,Cradle Of Filth - Nymphetamine (Fix) (Bonus Track)
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 00:54:20,Sopor Aeternus - (06) Baptisma
RB,Rádio Beat,2022-01-15 00:55:32,PETR NOVAK - DIVENKA Z DUHY
MH,Metal Heart Radio,2022-01-15 00:56:05,Tarja - Victim Of Ritual
RB,Rádio Beat,2022-01-15 00:59:02,"OZZY OSBOURNE - MAMA, I'M COMING HOME"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:01:03,Rimortis - (09) Pravda a lez
MH,Metal Heart Radio,2022-01-15 01:01:48,"142 - EPICA - Feint [The Phantom Agony, 2003]"
RB,Rádio Beat,2022-01-15 01:03:17,JANIS JOPLIN - MERCEDES BENZ
RB,Rádio Beat,2022-01-15 01:05:02,LED ZEPPELIN - WHEN THE LEVEE BREAKS
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:05:47,XIII stoleti - (02) Telo na krizi
MH,Metal Heart Radio,2022-01-15 01:06:04,Vader - Helleluyah!!! (God Is Dead)
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:08:49,Aeternitas - (02) Kyrie
MH,Metal Heart Radio,2022-01-15 01:09:04,Nordic Union - Hypocrisy
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:10:33,Winterstorm - (09) Metalavial
RB,Rádio Beat,2022-01-15 01:12:02,CHRIS REA - WORKING ON IT
MH,Metal Heart Radio,2022-01-15 01:12:49,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 01:13:04,"39 - METALLICA - Nothing Else Matters [Metallica, 1991]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:15:33,HB - (10) The Lord Of Lords
RB,Rádio Beat,2022-01-15 01:16:34,BON JOVI - MISTER BIG TIME
MH,Metal Heart Radio,2022-01-15 01:19:18,Evergrey - A Silent Arc
RB,Rádio Beat,2022-01-15 01:19:32,SWEET - LADY STARLIGHT
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:20:21,Serenity - (05) Engraved Within
RB,Rádio Beat,2022-01-15 01:22:47,VISACI ZAMEK - ZNAMKA PUNKU
RB,Rádio Beat,2022-01-15 01:26:35,VISACI ZAMEK - SKUPINA NA LOVU MOTYLU
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:26:35,"Goathanger - (02) Emma, You Bloated Whore"
MH,Metal Heart Radio,2022-01-15 01:27:33,"360 - EDGUY - Tomorrow [Vain Glory Opera, 1998]"
MH,Metal Heart Radio,2022-01-15 01:31:18,METAL HEART RADIO - MHRs
RB,Rádio Beat,2022-01-15 01:31:32,VISACI ZAMEK - VISACÍ ZÁMEK
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:31:33,Beseech - (04) Eagleheart
MH,Metal Heart Radio,2022-01-15 01:31:49, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-15 01:32:11,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 01:32:27,"367 - U.D.O. - Sweet Little Child [Mean Machine, 1989]"
RB,Rádio Beat,2022-01-15 01:34:32,DAVID BOWIE - HEROES
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:35:48,Rimortis - (19) Cerny kun
MH,Metal Heart Radio,2022-01-15 01:37:11,Kreyson - Andel Na Út&amp;#28
MH,Metal Heart Radio,2022-01-15 01:40:19,Edenbridge - Higher
RB,Rádio Beat,2022-01-15 01:40:47,MANOWAR - WARRIORS OF THE WORLD
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:41:18,EnChanTya - (08) Ocean Drops
MH,Metal Heart Radio,2022-01-15 01:44:05,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 01:44:19,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-15 01:44:50,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-15 01:45:04,Almanac - Hail to the King
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:46:19,Amaranthe - (04) Massive Addictive
RB,Rádio Beat,2022-01-15 01:46:48,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-15 01:47:03,DIRE STRAITS - DOWN TO THE WATERLINE
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:49:48,Nightwish - (07) Sleeping sun
RB,Rádio Beat,2022-01-15 01:50:23,ZZ TOP - LA GRANGE
MH,Metal Heart Radio,2022-01-15 01:50:54,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 01:51:04,ROOT - Hrbitov
RB,Rádio Beat,2022-01-15 01:53:49,JAMES BROWN - IT'S A MAN'S MAN'S WORLD
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:54:50,Zavod - (07) Vanity Allstars
MH,Metal Heart Radio,2022-01-15 01:54:50,Running Wild - Riding The Storm
RB,Rádio Beat,2022-01-15 01:56:36,SPINAVI LUZRI - ZIT ASPON NA VTERINU
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 01:57:48,Equinoxem - (05) Nosce te Ipsum
MH,Metal Heart Radio,2022-01-15 02:01:20,? - Jingle_Cesta_kolem_sveta_long
RB,Rádio Beat,2022-01-15 02:01:34,BACHMAN TURNER OVERDRIVE - YOU AIN'T SEEN NOTHIN' YET
MH,Metal Heart Radio,2022-01-15 02:02:20,Twisted Sister - We're Not Gonna Take It
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:03:23,Within Temptation - (08) Final Destination
RB,Rádio Beat,2022-01-15 02:05:17,AC/DC - NICK OF TIME
MH,Metal Heart Radio,2022-01-15 02:06:05,U.D.O. - Man And Maschine
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:07:50,Rimortis - (12) Poselstvi pravdy
RB,Rádio Beat,2022-01-15 02:09:33,ROLLING STONES - YOU CAN'T ALWAYS GET WHAT YOU WANT
MH,Metal Heart Radio,2022-01-15 02:11:34,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 02:11:49,Sirenia - The Path To Decay
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:13:03,Amaranthe - (09) Enter The Maze
RB,Rádio Beat,2022-01-15 02:16:02,DARKNESS - LIVE 'TIL I DIE
MH,Metal Heart Radio,2022-01-15 02:16:03,Journey - Any Way You Want It
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:17:03,Him - (08) Please Dont Let It Go
MH,Metal Heart Radio,2022-01-15 02:19:18,Beast In Black - Blind and Frozen
RB,Rádio Beat,2022-01-15 02:19:32,IGGY POP - CANDY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:21:20,Tarja Turunen - (21) We Are
RB,Rádio Beat,2022-01-15 02:23:32,IGGY POP - SEA OF LOVE
MH,Metal Heart Radio,2022-01-15 02:24:19,"130 - SONATA ARCTICA - Letter To Dana [Ecliptica, 1999]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:25:33,Stratovarius - (04) Episode
RB,Rádio Beat,2022-01-15 02:27:24,RAMONES - ROCKAWAY BEACH
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:27:41,Endless Main - (05) Dying Heart of a Dying Man
RB,Rádio Beat,2022-01-15 02:29:34,BEATLES - LUCY IN THE SKY WITH DIAMONDS
MH,Metal Heart Radio,2022-01-15 02:30:20,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-15 02:30:37, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-15 02:31:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 02:31:20,"343 - AVANTASIA - Farewell [The Metal Opera - Part I, 2001]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:32:35,Black Sabbath - (05) Shock Wave
RB,Rádio Beat,2022-01-15 02:33:03,STONE TEMPLE PILOTS - PLUSH
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:37:50,Rimortis - (07) Ohen v srdci
MH,Metal Heart Radio,2022-01-15 02:37:50,Firewind - I Am The Anger
RB,Rádio Beat,2022-01-15 02:38:48,LUBOS POSPISIL - POESIS BEAT
MH,Metal Heart Radio,2022-01-15 02:41:35,"213 - EUROPE - A Mother's Son [Secret Society, 2006]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:42:37,Aeternitas - (17) Entr'Act
RB,Rádio Beat,2022-01-15 02:42:53,THE CLASH - SHOULD I STAY OR SHOULD I GO
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:45:34,Fortaleza - (07) Olvido
RB,Rádio Beat,2022-01-15 02:46:02,THE CLASH - JIMMY JAZZ
MH,Metal Heart Radio,2022-01-15 02:46:20,Judas Priest - Blood Red Skies
RB,Rádio Beat,2022-01-15 02:50:03,QUEENSRYCHE - SILENT LUCIDITY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:50:33,Fortaleza - (05) El Cisne Negro
MH,Metal Heart Radio,2022-01-15 02:54:05,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 02:54:20,Obituary - Violence
RB,Rádio Beat,2022-01-15 02:55:49,COZY POWELL - DANCE WITH THE DEVIL.
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 02:55:51,Stratovarius - (10) Tomorrow
MH,Metal Heart Radio,2022-01-15 02:56:20,"58 - CREMATORY - Mirror [Awake, 1997]"
RB,Rádio Beat,2022-01-15 02:59:35,MANFRED MANN - PRETTY FLAMINGO
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:00:35,Sirenia - (02) Serpent
MH,Metal Heart Radio,2022-01-15 03:01:51,"220 - ATROCITY - Calling The Rain [Calling The Rain, 1995]"
RB,Rádio Beat,2022-01-15 03:02:03,SCORPIONS - TO BE WITH YOU IN HEAVEN
MH,Metal Heart Radio,2022-01-15 03:06:08,"372 - SONATA ARCTICA - Draw Me (instrumental) [The End Of This Chapter, 2005]"
RB,Rádio Beat,2022-01-15 03:06:37,EAGLES - ONE OF THESE NIGHTS
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:07:03,Xandria - (09) Little Red Relish
MH,Metal Heart Radio,2022-01-15 03:10:06,Bon Jovi - Runaway
RB,Rádio Beat,2022-01-15 03:11:19,UFO - HIGWAY LADY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:11:35,Sirenia - (01) Ducere Me In Lucem
MH,Metal Heart Radio,2022-01-15 03:13:54,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 03:14:03,"43 - DORO - Beyond The Trees [Force Majeure, 1989]"
RB,Rádio Beat,2022-01-15 03:15:02,QUEEN - A KIND OF MAGIC
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:15:04,HB - (05) Eteepain
MH,Metal Heart Radio,2022-01-15 03:16:33,"233 - YNGWIE J. MALMSTEEN - How Many Miles To Babylon [Fire And Ice, 1992]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:18:52,Dark Princess - (10) My Fragile Winter Dream
RB,Rádio Beat,2022-01-15 03:19:34,LED ZEPPELIN - MISTY MOUNTAIN HOP
MH,Metal Heart Radio,2022-01-15 03:22:36,"209 - ACCEPT - Can't Stand The Night [Breaker, 1981]"
RB,Rádio Beat,2022-01-15 03:24:18,VITKOVO KVARTETO - PRAZSKEJ DEMON
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:24:48,Avrigus - (06) Desolate
MH,Metal Heart Radio,2022-01-15 03:28:09,Septicflesh - Portrait of a Headless Man
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:28:23,Bratrstvo luny - (09) Pochod hrdinu
RB,Rádio Beat,2022-01-15 03:28:52,VITKOVO KVARTETO - KDO VI
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:32:34,Cinnamun Beloved - (06) Furious as the Wind
MH,Metal Heart Radio,2022-01-15 03:32:50,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-15 03:33:03, - Ranní sprcha - spot
RB,Rádio Beat,2022-01-15 03:33:33,VITKOVO KVARTETO - DISKOTEKA
MH,Metal Heart Radio,2022-01-15 03:33:35,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 03:33:50,Symphony X - Sea Of Lies
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:34:05,Beseech - (02) Higher Level
RB,Rádio Beat,2022-01-15 03:36:48,PINK FLOYD - HEY YOU
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:38:04,Delain - (06) I Want You
MH,Metal Heart Radio,2022-01-15 03:38:04,"62 - NIGHTWISH - Sleeping Sun [Oceanborn, 1998]"
RB,Rádio Beat,2022-01-15 03:41:36,Radio BEAT - Classic Rock
RB,Rádio Beat,2022-01-15 03:41:52,GRAHAM BONNET BAND - THE HOTEL
MH,Metal Heart Radio,2022-01-15 03:42:04,"12 - HAMMERFALL - The Fallen One [Legacy Of Kings, 1998]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:43:03,Fortaleza - (02) El Ultimo Suspiro
MH,Metal Heart Radio,2022-01-15 03:46:34,? - Metal_Heart_-_Hey_Headbangers
MH,Metal Heart Radio,2022-01-15 03:47:05,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-15 03:47:20,"234 - TIMO TOLLKI - Death Of The Swan (instrumental) [Classical Variations And Themes, 1994]"
RB,Rádio Beat,2022-01-15 03:47:34,STING - BRAND NEW DAY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:47:36,XIII Stoleti - (08) Markyza z obrazu
MH,Metal Heart Radio,2022-01-15 03:51:04,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 03:51:19,Cinderella - Gypsy Road
RB,Rádio Beat,2022-01-15 03:51:34,DEEP PURPLE - HIGHWAY STAR
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:52:19,Cinnamun Beloved - (06) Furious as the Wind
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:53:37,Zavod - (01) Panzer
MH,Metal Heart Radio,2022-01-15 03:55:19,Helloween - Pumpkins United
RB,Rádio Beat,2022-01-15 03:57:32,JAN SPÁLENÝ - UZ ZREZLY BEZY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 03:58:03,Rosa Nocturna - (07) Andele
RB,Rádio Beat,2022-01-15 04:01:02,KISS - I WAS MADE FOR LOVIN' YOU
MH,Metal Heart Radio,2022-01-15 04:01:35,? - Jingle_Cesta_kolem_sveta_long
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:02:02,Van Canto - (09) The Higher Flight
MH,Metal Heart Radio,2022-01-15 04:02:34,W.A.S.P. - Paint It Black
RB,Rádio Beat,2022-01-15 04:05:32,LOVIN' SPOONFUL - SUMMER IN THE CITY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:07:03,Nightwish - (108) Tribal
MH,Metal Heart Radio,2022-01-15 04:07:03,Rhapsody - Dawn Of Victory
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:07:08,Nightwish - (108) Tribal
MH,Metal Heart Radio,2022-01-15 04:07:08,Rhapsody - Dawn Of Victory
RB,Rádio Beat,2022-01-15 04:08:02,ALICE COOPER - ONLY MY HEART TALKIN
MH,Metal Heart Radio,2022-01-15 04:10:49,METAL HEART RADIO - MHRs
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:11:04,Serenity - (01) Wings Of Madness
MH,Metal Heart Radio,2022-01-15 04:11:04,"364 - RHAPSODY - Guardiani Del Destino [Symphony Of Enchanted Lands II - The Dark Secret, 2004]"
RB,Rádio Beat,2022-01-15 04:12:50,THE CARS - MY BEST FRIEND'S GIRLFRIEND
RB,Rádio Beat,2022-01-15 04:16:35,IRON MAIDEN - BE QUICK OR BE DEAD
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:16:36,Hildr Valkyrie - (02) Over Lands Mountains and Shade
MH,Metal Heart Radio,2022-01-15 04:16:51,HammerFall - Live Life Loud
RB,Rádio Beat,2022-01-15 04:19:50,IRON MAIDEN - THE PROPHECY
MH,Metal Heart Radio,2022-01-15 04:20:05,Accept - Balls to the Wall (Live in Wacken 2017)
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:20:35,Dark Moor - (01) A Music In My Soul
RB,Rádio Beat,2022-01-15 04:24:49,PROGRES 2 - PÍSEN O JABLKU
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:28:03,Hysteria - (05)  Ruda Nemoc
MH,Metal Heart Radio,2022-01-15 04:28:04,Sonata Arctica - FullMoon
RB,Rádio Beat,2022-01-15 04:29:17,JETHRO TULL - HUNTING GIRL
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:32:33,Fortaleza - (07) El Suspiro De Un Beso
MH,Metal Heart Radio,2022-01-15 04:33:04,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-15 04:33:20, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-15 04:33:51,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 04:34:04,Extreme - Hole Hearted
RB,Rádio Beat,2022-01-15 04:34:19,BOB DYLAN - LAY LADY LAY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:34:36,Deathstars - (03) All The Devils Toys
RB,Rádio Beat,2022-01-15 04:37:46,EUROPE - PRISONERS IN PARADISE
MH,Metal Heart Radio,2022-01-15 04:37:48,Iron Maiden - The Number Of The Beast
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:38:33,Howling Syn - (03) Years Without Light
RB,Rádio Beat,2022-01-15 04:42:18,URIAH HEEP - LADY IN BLACK
MH,Metal Heart Radio,2022-01-15 04:42:36,Poison - Nothin But a Good Time
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:43:49,Serenity - (06) My Kingdom Comes
MH,Metal Heart Radio,2022-01-15 04:46:04,"132 - ACCEPT - Seawinds [Accept, 1979]"
RB,Rádio Beat,2022-01-15 04:46:50,URIAH HEEP - BLOOD RED ROSES
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:48:20,Stratovarius - (03) Eternity
MH,Metal Heart Radio,2022-01-15 04:50:36,Metal Heart Radio - Jingle
RB,Rádio Beat,2022-01-15 04:50:49,GENESIS - MANY TOO MANY
MH,Metal Heart Radio,2022-01-15 04:51:08,Powerwolf - Armata Strigoi
RB,Rádio Beat,2022-01-15 04:54:17,ROLLING STONES - ROUGH JUSTICE
MH,Metal Heart Radio,2022-01-15 04:54:37,Nightwish - Elan
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:55:03,Chinchilla - (10) Tears
RB,Rádio Beat,2022-01-15 04:57:18,MICHAL PROKOP & FRAMUS 5 - MA VLAST
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 04:59:33,Bratrstvo luny - (01) Luna nad Iglau
MH,Metal Heart Radio,2022-01-15 04:59:33,"07 - METALLICA - The Unforgiven [Metallica, 1991]"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:00:20,Tetania - (08) Bonus - M
RB,Rádio Beat,2022-01-15 05:02:04,GARY MOORE - HIROSHIMA
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:04:02,Rhapsody - (01) Epicus Furor
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:05:20,HB - (09) Away From Home
MH,Metal Heart Radio,2022-01-15 05:05:51,"411 - VERSAILLES - Serenade [Jubilee, 2010]"
RB,Rádio Beat,2022-01-15 05:06:33,CREEDENCE CLEARWATER REVIVAL - HAVE YOU EVER SEEN THE RAIN
RB,Rádio Beat,2022-01-15 05:09:18,LYNYRD SKYNYRD - FREEBIRD
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:09:20,Asriel - (12) Glitter Rain
MH,Metal Heart Radio,2022-01-15 05:11:38,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 05:11:54,"44 - YNGWIE J. MALMSTEEN - Brothers (instrumental) [The Seventh Sign, 1994]"
MH,Metal Heart Radio,2022-01-15 05:15:36,Sepultura - Inner Self
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:16:04,Salamandra - (08) Calm Down the Fury
RB,Rádio Beat,2022-01-15 05:18:03,SAGA - WHY NOT
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:19:34,Black Sabbath - (01) Sweet Leaf
MH,Metal Heart Radio,2022-01-15 05:20:53,Helloween - I Want Out
RB,Rádio Beat,2022-01-15 05:22:02,ZZ TOP - TUSH
RB,Rádio Beat,2022-01-15 05:24:34,LED ZEPPELIN - GOING TO CALIFORNIA
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:24:35,Him - (11) Dont Close Your Heart
MH,Metal Heart Radio,2022-01-15 05:25:04,Death Angel - The Moth
RB,Rádio Beat,2022-01-15 05:27:49,TWISTED SISTER - I WANNA ROCK
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:29:19,Tarja Turunen - (09) Falling Awake
MH,Metal Heart Radio,2022-01-15 05:29:35,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-15 05:29:51, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-15 05:30:19,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 05:30:35,Almanac - Hail to the King
RB,Rádio Beat,2022-01-15 05:30:49,"TWISTED SISTER - RIDE TO LIVE, LIVE TO RIDE"
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:34:34,Delain - (02) Stay Forever
RB,Rádio Beat,2022-01-15 05:34:49,TWISTED SISTER - I BELIEVE IN ROCK'N'ROLL
MH,Metal Heart Radio,2022-01-15 05:36:20,Extreme - Hole Hearted
RB,Rádio Beat,2022-01-15 05:38:33,SLADE - FAR FAR AWAY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:38:48,Epica - (02) The Obsessive Devotion
MH,Metal Heart Radio,2022-01-15 05:40:04,"298 - DEMONS &amp; WIZARDS - Fiddler On The Green [Demons &amp; Wizards, 2000]"
RB,Rádio Beat,2022-01-15 05:42:17,LENNY KRAVITZ - ARE YOU GONNA GO MY WAY
MH,Metal Heart Radio,2022-01-15 05:45:50,? - Metal_Heart_-_Hey_Headbangers
RB,Rádio Beat,2022-01-15 05:46:04,Radio BEAT - Classic Rock
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:46:04,Deathstars - (10) Genocide
RB,Rádio Beat,2022-01-15 05:46:19,U2 - DESIRE
MH,Metal Heart Radio,2022-01-15 05:46:20,Metal Heart Radio - Metal Live EN
MH,Metal Heart Radio,2022-01-15 05:46:35,Septicflesh - Portrait of a Headless Man
RB,Rádio Beat,2022-01-15 05:49:34,STATUS QUO - WHAT YOU`RE PROPOSING
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:49:35,Nightwish - (03) Ever dream
MH,Metal Heart Radio,2022-01-15 05:51:39,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 05:51:54,Heathen - Dying Season
RB,Rádio Beat,2022-01-15 05:53:33,JOE COCKER - WITH A LITTLE HELP FROM MY FRIENDS
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:55:03,Serenity - (07) Dreams Unlived (Instrumental)
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 05:55:51,Rhapsody - (03) Power of the Dragonflame
MH,Metal Heart Radio,2022-01-15 05:57:34,Heathen - Set Me Free (Sweet cover)
RB,Rádio Beat,2022-01-15 05:58:18,QUEEN - HEADLONG
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:00:18,XIII.Stoleti - (01) Intro
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:01:18,Delain - (15) Burning Bridges Orchestra
MH,Metal Heart Radio,2022-01-15 06:01:19,? - Jingle_Cesta_kolem_sveta_long
MH,Metal Heart Radio,2022-01-15 06:02:18,"182. Metallica - Damage, Inc."
RB,Rádio Beat,2022-01-15 06:03:02,ROXY MUSIC & BRYAN FERRY - JEALOUS GUY
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:04:18,Nightwish - (08) Whoever Brings The Night
RB,Rádio Beat,2022-01-15 06:07:47,PRAZSKY VYBER - ZUBATA
MH,Metal Heart Radio,2022-01-15 06:07:49,111. Pantera - Mouth for War
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:08:35,Ageless - (04) Army of Lilith
RB,Rádio Beat,2022-01-15 06:11:19,DON McLEAN - AMERICAN PIE
MH,Metal Heart Radio,2022-01-15 06:11:36,METAL HEART RADIO - MHRs
MH,Metal Heart Radio,2022-01-15 06:11:52,259. Judas Priest - Heading Out to the Highway
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:12:48,HB - (04) Uskon Siemen
MH,Metal Heart Radio,2022-01-15 06:15:34,422. Metal Church - Gods of Wrath
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:18:35,Tristania - (11) Arteries
RB,Rádio Beat,2022-01-15 06:19:48,ACCEPT - BALLS TO THE WALL
MH,Metal Heart Radio,2022-01-15 06:22:20,414. Queen - Ogre Battle
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:22:34,Dark Princess - (06) Paradise Land
RB,Rádio Beat,2022-01-15 06:25:48,DAVID BOWIE - HANG ONTO YOURSELF
MH,Metal Heart Radio,2022-01-15 06:26:18,184. Guns n' Roses - November Rain
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:27:18,Celestial Decay - (05) Fallen
RB,Rádio Beat,2022-01-15 06:28:17,MOTORHEAD - KILLED BY DEATH
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:32:17,Him - (08) Please Dont Let It Go
RB,Rádio Beat,2022-01-15 06:32:49,BLUE EFFECT & JANA KRATOCHVILOVA - JDU DOMU
RB,Rádio Beat,2022-01-15 06:34:33,CRAZY WORLD OF ARTHUR BROWN - FIRE.
MH,Metal Heart Radio,2022-01-15 06:35:19,Metal Heart Radio - Metal Live CZ
MH,Metal Heart Radio,2022-01-15 06:35:34, - Ranní sprcha - spot
MH,Metal Heart Radio,2022-01-15 06:36:04,Metal Heart Radio - Jingle
MH,Metal Heart Radio,2022-01-15 06:36:20,008. Black Sabbath - War Pigs
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:36:34,Symphonity - (10) Out of This World
RB,Rádio Beat,2022-01-15 06:37:34,NIRVANA - ABOUT A GIRL
MHSC,Metal Heart Radio - Soft Channel,2022-01-15 06:39:04,Van Canto - (05) My Voice
